guid,parent_guid,name,metric,weight,roles
8245018,8245000,Employee Experience - People Quality Mix,"Grading Matrix Target ratio - A+,A,B+,B,C - 5:15:60:15:5",10%,Offshore Regional Leader (ME)
8245019,8245000,Employee Experience - Learning,"Manager sets quarterly Learning Goal for the Team, 
if the goal gets completed then kpi is achieved. (1-5 Score)",,Offshore Regional Leader (ME)
8311001,8311000,Order Book - Contract Order Book for Implementations and Annual contract value (ACV) for Support. For Third Party Licenses or Services 2x of Gross Margin,,80%,Sales Team
8311002,8311000,Order Booking/ Revenue Booking against the target,,20%,Sales Team
8312001,8312000,Order Book - Contract Order Book for Implementations and Annual contract value (ACV) for Support. For Third Party Licenses or Services 2x of Gross Margin,,70%,PreSales Team
8312002,8312000,Win Ratio - Won Proposals / Total Proposals,,20%,PreSales Team
8312003,8312000,Estimated Gross Margin  to Actual Gross Margin  - Accuracy of Estimated Gross Margin  to Actual Gross Margin,,10%,PreSales Team
8313001,8313000,Order Book - Contract New Order Book for Implementations and Annual contract value (ACV) for Support. For Third Party Licenses or Services 2x of Gross Margin,,,Account Manager/ Client Partner
8313002,8313000,Order Booking/ Revenue Booking against the target,,,Account Manager/ Client Partner
8313003,8313000,Gross Margin - GM 1,,,Account Manager/ Client Partner
8313004,8313000,Customer Delight - Customer Satisfaction,CSAT Index,15%,Account Manager/ Client Partner
8313005,8313000,Process Compliance,"Compliance (Processes, Trainings, Audits etc….)",,Account Manager/ Client Partner
8313006,8313000,Growth/Scale - Revenue,Net new business from existing accounts,,Account Manager/ Client Partner
8313007,8313000,Growth/Scale - Order Book,Achievement of upsell target,,Account Manager/ Client Partner
